Rk,Tm,Year,#Matching,W,L,,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SH,SF,IBB,HBP,GDP,SB,CS,WPA
268,PIT,2017,162,75,87,Ind. Games,6136,5458,668,1331,249,36,151,635,519,1213,.244,.318,.386,.704,42,28,39,88,120,67,36,-5.6
269,PIT,2003,162,75,87,Ind. Games,6315,5581,753,1492,275,45,163,711,529,1049,.267,.338,.420,.758,79,38,42,87,112,86,37,-2.8
270,PIT,2008,162,67,95,Ind. Games,6278,5628,735,1454,314,21,153,705,474,1039,.258,.320,.403,.723,66,51,40,59,111,57,19,-0.5
271,PIT,2013,162,94,68,Ind. Games,6135,5486,634,1346,273,35,161,603,469,1330,.245,.313,.396,.709,62,29,41,88,120,94,42,-0.2
272,PIT,1986,162,64,98,Ind. Games,6164,5456,663,1366,273,33,111,618,569,929,.250,.321,.374,.695,68,44,55,20,133,152,84,-10.1
273,PIT,1991,162,98,64,Ind. Games,6269,5449,768,1433,259,50,126,725,620,901,.263,.338,.398,.737,99,66,62,35,111,124,46,14.2
274,PIT,1996,162,73,89,Ind. Games,6336,5665,776,1509,319,33,138,738,510,989,.266,.329,.407,.736,72,49,46,40,107,126,49,-1.0
275,PIT,2001,162,62,100,Ind. Games,6027,5398,657,1333,256,25,161,618,467,1106,.247,.313,.393,.706,60,35,51,67,114,93,73,-8.1
276,PIT,2006,162,67,95,Ind. Games,6218,5558,691,1462,286,17,141,656,459,1200,.263,.327,.397,.723,62,49,49,89,153,68,23,-12.7
277,PIT,2011,162,72,90,Ind. Games,6064,5421,610,1325,277,35,107,580,489,1308,.244,.309,.368,.676,75,44,31,34,123,108,52,-3.0
278,PIT,1984,162,75,87,Ind. Games,6119,5537,615,1412,237,33,98,586,438,841,.255,.310,.363,.672,81,44,47,19,131,96,62,-8.9
279,PIT,2016,162,78,83,Ind. Games,6261,5542,729,1426,277,32,153,696,561,1334,.257,.332,.402,.734,41,36,39,81,133,110,45,0.4
280,PIT,1982,162,84,78,Ind. Games,6235,5614,724,1535,272,40,134,688,447,862,.273,.327,.408,.734,78,67,72,28,117,161,75,3.1
281,PIT,2014,162,88,74,Ind. Games,6224,5536,682,1436,275,30,156,659,520,1244,.259,.330,.404,.734,54,35,46,78,127,104,47,4.8
282,PIT,1987,162,80,82,Ind. Games,6225,5536,723,1464,282,45,131,684,535,914,.264,.330,.403,.732,71,51,67,29,122,140,58,1.0
283,PIT,1992,162,96,66,Ind. Games,6269,5527,693,1409,272,54,106,656,569,872,.255,.324,.381,.705,89,56,88,25,102,110,53,6.2
284,PIT,1997,162,79,83,Ind. Games,6201,5503,725,1440,291,52,129,686,481,1161,.262,.329,.404,.733,77,47,27,92,105,160,50,-1.9
285,PIT,2007,162,68,94,Ind. Games,6214,5569,724,1463,322,31,148,694,463,1135,.263,.325,.411,.736,60,51,31,71,130,68,30,-7.8
286,PIT,1980,162,83,79,Ind. Games,6128,5517,666,1469,249,38,116,626,452,760,.266,.322,.388,.710,75,56,85,25,107,209,102,1.5
287,PIT,2012,162,79,83,Ind. Games,6014,5412,651,1313,241,37,170,620,444,1354,.243,.304,.395,.699,62,45,32,51,98,73,52,-2.5
288,PHI,2000,162,65,97,Ind. Games,6273,5511,708,1386,304,40,144,668,611,1117,.251,.329,.400,.729,70,37,40,44,115,102,30,-12.6
289,PHI,2005,162,88,74,Ind. Games,6345,5542,807,1494,282,35,167,760,639,1083,.270,.348,.423,.772,62,46,76,56,107,116,27,2.0
290,PHI,2010,162,97,65,Ind. Games,6291,5581,772,1451,290,34,166,736,560,1064,.260,.332,.413,.745,44,43,69,63,121,108,21,5.8
291,PHI,2015,162,63,99,Ind. Games,6053,5529,626,1374,272,37,130,586,387,1274,.249,.303,.382,.684,53,29,20,54,119,88,32,-6.3
292,PHI,1988,162,65,96,Ind. Games,6055,5403,597,1294,246,31,106,567,489,981,.239,.306,.355,.661,67,48,51,47,106,112,49,-3.0
293,PHI,1993,162,97,65,Ind. Games,6527,5685,877,1555,297,51,156,811,665,1049,.274,.351,.426,.777,84,51,70,42,106,91,32,15.4
294,PHI,1998,162,75,87,Ind. Games,6300,5617,713,1482,286,36,126,672,508,1080,.264,.326,.395,.721,65,65,44,45,110,97,45,-2.7
295,PHI,2003,162,86,76,Ind. Games,6333,5543,791,1448,325,27,166,757,651,1155,.261,.343,.419,.762,46,38,56,55,120,72,29,2.5
296,PHI,2008,162,92,70,Ind. Games,6273,5509,799,1407,291,36,214,762,586,1117,.255,.332,.438,.770,71,40,68,67,108,136,25,3.9
297,PHI,2013,162,73,89,Ind. Games,6014,5456,610,1355,255,32,140,578,417,1205,.248,.306,.384,.690,57,31,41,53,131,73,29,-2.6
298,PHI,1991,162,78,84,Ind. Games,6133,5521,629,1332,248,33,111,590,490,1026,.241,.303,.358,.662,52,49,48,21,115,92,30,-0.7
299,PHI,1996,162,67,95,Ind. Games,6171,5499,650,1405,249,39,132,604,536,1092,.256,.325,.387,.712,54,37,52,45,116,117,41,-9.8
300,PHI,2001,162,86,76,Ind. Games,6219,5497,746,1431,295,29,164,708,551,1125,.260,.329,.414,.743,67,61,52,43,104,153,47,2.1
301,PHI,2006,162,85,77,Ind. Games,6509,5687,865,1518,294,41,216,823,626,1203,.267,.347,.447,.794,57,44,67,95,115,92,25,4.1
302,PHI,2011,162,102,60,Ind. Games,6279,5579,713,1409,258,38,153,693,539,1024,.253,.323,.395,.717,65,38,52,56,108,96,24,2.2
303,PHI,2016,162,71,91,Ind. Games,5992,5434,610,1305,231,35,161,574,424,1376,.240,.301,.384,.685,46,30,33,58,112,96,45,-7.7
304,PHI,1984,162,81,81,Ind. Games,6284,5614,720,1494,248,51,147,673,555,1084,.266,.333,.407,.740,39,46,60,29,140,186,60,4.1
305,PHI,1999,162,77,85,Ind. Games,6386,5598,841,1539,302,44,161,797,631,1081,.275,.351,.431,.782,70,41,37,46,127,125,35,-3.3
306,PHI,2004,162,86,76,Ind. Games,6456,5643,840,1505,303,23,215,802,645,1133,.267,.345,.443,.788,64,46,60,58,123,100,27,5.1
307,PHI,2009,162,93,69,Ind. Games,6338,5578,820,1439,312,35,224,788,589,1155,.258,.334,.447,.781,55,45,47,71,90,119,28,12.3
308,PHI,2014,162,73,89,Ind. Games,6198,5603,619,1356,251,27,125,584,443,1306,.242,.302,.363,.665,59,37,42,55,94,109,26,-7.2
309,PHI,1982,162,89,73,Ind. Games,6109,5454,664,1417,245,25,112,624,506,831,.260,.323,.376,.699,85,38,66,24,134,128,76,4.1
310,PHI,1987,162,80,82,Ind. Games,6190,5475,702,1390,248,51,169,662,587,1109,.254,.327,.410,.737,63,40,51,25,133,111,49,-3.9
311,PHI,1992,162,70,92,Ind. Games,6172,5500,686,1392,255,36,118,638,509,1059,.253,.320,.377,.697,64,46,45,52,111,127,31,4.9
312,PHI,1997,162,68,94,Ind. Games,6130,5443,668,1390,290,35,116,622,519,1032,.255,.322,.385,.707,74,50,32,40,105,92,56,-6.3
313,PHI,2007,162,89,73,Ind. Games,6537,5688,892,1558,326,41,213,850,641,1205,.274,.354,.458,.812,65,52,74,90,125,138,19,10.3
314,PHI,2017,162,66,96,Ind. Games,6133,5535,690,1382,287,36,174,654,494,1417,.250,.315,.409,.723,21,36,25,47,128,59,25,-7.7
315,PHI,2012,162,81,81,Ind. Games,6172,5544,684,1414,271,28,158,659,454,1094,.255,.317,.400,.716,72,39,41,63,114,116,23,-0.6
316,PHI,1980,162,91,71,Ind. Games,6269,5625,728,1517,272,54,117,674,472,708,.270,.327,.400,.726,77,58,65,33,120,140,62,4.2
317,PHI,1985,162,75,87,Ind. Games,6122,5477,667,1343,238,47,141,628,527,1095,.245,.312,.383,.695,49,44,51,25,124,122,51,-3.9
318,PHI,1990,162,77,85,Ind. Games,6245,5535,646,1410,237,27,103,619,582,915,.255,.327,.363,.690,59,39,92,30,115,108,35,-2.9
319,OAK,2005,162,88,74,Ind. Games,6275,5627,772,1476,310,20,155,739,537,819,.262,.330,.407,.737,19,40,22,52,148,31,22,-1.3
320,OAK,2010,162,81,81,Ind. Games,6117,5448,663,1396,276,30,109,619,527,1061,.256,.324,.378,.702,43,51,16,47,129,156,38,-6.4
321,OAK,1983,162,74,88,Ind. Games,6188,5516,708,1447,237,28,121,662,524,872,.262,.326,.381,.708,55,62,47,31,128,235,98,0.3
322,OAK,2015,162,68,94,Ind. Games,6171,5600,694,1405,277,46,146,661,475,1119,.251,.312,.395,.707,14,38,21,40,124,78,29,-5.2
323,OAK,1988,162,104,58,Ind. Games,6356,5602,800,1474,251,22,156,753,580,926,.263,.336,.399,.736,54,55,29,65,142,129,54,9.6
324,OAK,1993,162,68,94,Ind. Games,6295,5543,715,1408,260,21,158,679,622,1048,.254,.330,.394,.724,46,49,45,33,125,131,59,-4.7
325,OAK,1998,162,74,88,Ind. Games,6283,5490,804,1413,295,13,149,755,633,1122,.257,.338,.397,.735,58,46,22,55,120,131,47,0.2
326,OAK,2003,162,96,66,Ind. Games,6189,5497,768,1398,317,24,176,742,556,898,.254,.327,.417,.743,22,53,52,59,118,48,14,0.6
327,OAK,2013,162,96,66,Ind. Games,6209,5521,767,1403,301,25,186,725,573,1178,.254,.327,.419,.745,21,49,29,45,108,74,28,6.5
328,OAK,1986,162,76,86,Ind. Games,6127,5435,731,1370,213,25,163,683,553,983,.252,.322,.390,.712,56,51,24,32,104,139,61,2.8
329,OAK,1991,162,84,78,Ind. Games,6192,5410,760,1342,246,19,159,716,642,981,.248,.331,.389,.719,41,49,56,50,130,151,64,7.9
330,OAK,1996,162,78,84,Ind. Games,6402,5630,861,1492,283,21,243,823,640,1114,.265,.344,.452,.796,35,39,36,58,134,58,35,-2.2
331,OAK,2001,162,102,60,Ind. Games,6385,5573,884,1469,334,22,199,835,640,1021,.264,.345,.439,.784,25,59,57,88,131,68,29,8.5
332,OAK,2006,162,93,69,Ind. Games,6281,5500,771,1429,266,22,175,735,650,976,.260,.340,.412,.752,25,56,28,50,170,61,20,2.7
333,OAK,2017,162,75,87,Ind. Games,6126,5464,739,1344,305,15,234,708,565,1491,.246,.319,.436,.755,13,40,15,43,129,57,22,4.5
334,OAK,2011,162,74,88,Ind. Games,6104,5452,645,1330,280,29,114,612,509,1094,.244,.311,.369,.680,34,57,20,50,119,117,43,-11.6
335,OAK,1984,162,77,85,Ind. Games,6161,5457,738,1415,257,29,158,697,568,871,.259,.327,.404,.731,37,77,29,22,116,145,64,7.1
336,OAK,2016,162,69,93,Ind. Games,6022,5500,653,1352,270,21,169,634,442,1145,.246,.304,.395,.699,13,34,19,33,142,50,23,-5.7
337,OAK,1989,162,99,63,Ind. Games,6110,5416,712,1414,220,25,127,659,562,855,.261,.331,.381,.712,36,62,37,34,163,157,55,7.3
338,OAK,1999,162,87,75,Ind. Games,6442,5519,893,1430,287,20,235,845,770,1129,.259,.355,.446,.801,39,41,32,71,129,70,37,8.0
339,OAK,2004,162,91,71,Ind. Games,6459,5728,793,1545,336,15,189,752,608,1061,.270,.343,.433,.776,25,43,40,55,142,47,22,0.6
340,OAK,2009,162,75,87,Ind. Games,6247,5584,759,1464,307,21,135,723,527,1046,.262,.328,.397,.726,31,54,16,50,130,133,48,-6.7
341,OAK,1982,162,68,94,Ind. Games,6154,5448,691,1286,211,27,149,659,582,948,.236,.309,.367,.676,50,54,20,20,94,232,87,-1.7
342,OAK,2014,162,88,74,Ind. Games,6245,5545,729,1354,253,33,146,686,586,1104,.244,.320,.381,.700,19,43,34,49,118,83,20,1.4
343,OAK,1987,162,81,81,Ind. Games,6238,5511,806,1432,263,33,199,761,593,1056,.260,.333,.428,.761,50,48,39,36,113,140,63,2.5
344,OAK,1992,162,96,66,Ind. Games,6275,5387,745,1389,219,24,142,693,707,831,.258,.346,.386,.732,72,59,46,49,139,143,59,8.4
345,OAK,1997,162,65,97,Ind. Games,6369,5589,764,1451,274,23,197,714,642,1181,.260,.339,.423,.762,49,40,23,49,133,71,36,-0.8
346,OAK,2002,162,103,59,Ind. Games,6291,5558,800,1450,279,28,205,772,609,1008,.261,.339,.432,.771,20,36,37,68,128,46,20,7.6
347,OAK,2007,162,76,86,Ind. Games,6365,5577,741,1430,295,16,171,711,664,1119,.256,.338,.407,.745,18,56,29,49,142,52,20,-5.8
348,OAK,1980,162,83,79,Ind. Games,6160,5495,686,1424,212,35,137,635,506,824,.259,.322,.385,.707,99,41,49,19,123,175,82,-6.6
349,OAK,2012,162,94,68,Ind. Games,6183,5527,713,1315,267,32,195,676,550,1387,.238,.310,.404,.714,27,34,29,45,97,122,32,1.1
350,OAK,1985,162,77,85,Ind. Games,6215,5581,757,1475,230,34,155,690,508,861,.264,.325,.401,.726,63,47,29,16,128,117,58,-0.2
351,OAK,1990,162,103,59,Ind. Games,6240,5433,733,1379,209,22,164,693,651,992,.254,.336,.391,.727,60,48,38,46,122,141,54,5.5
352,NYY,2005,162,95,67,Ind. Games,6406,5624,886,1552,259,16,229,847,637,989,.276,.355,.450,.805,28,43,41,73,125,84,27,15.0
353,NYY,2010,162,95,67,Ind. Games,6379,5567,859,1485,275,32,201,823,662,1136,.267,.350,.436,.786,33,44,36,73,124,103,30,9.1
354,NYY,2017,162,91,71,Ind. Games,6354,5594,858,1463,266,23,241,821,616,1386,.262,.339,.447,.785,18,56,22,64,119,90,22,2.5
355,NYY,1983,162,91,71,Ind. Games,6279,5631,770,1535,269,40,153,728,533,686,.273,.337,.416,.753,37,41,36,37,148,84,42,9.6
356,NYY,2015,162,87,75,Ind. Games,6268,5567,764,1397,272,19,212,737,554,1227,.251,.323,.421,.744,24,54,23,63,105,63,25,-1.7
357,NYY,1993,162,88,74,Ind. Games,6359,5615,821,1568,294,24,178,793,629,910,.279,.353,.435,.789,22,50,47,43,149,39,35,9.6
358,NYY,1998,162,114,48,Ind. Games,6444,5643,965,1625,290,31,207,907,653,1025,.288,.364,.460,.825,32,59,34,57,145,153,63,16.4
359,NYY,2008,162,89,73,Ind. Games,6257,5572,789,1512,289,20,180,758,535,1015,.271,.342,.427,.769,31,39,36,80,149,118,39,-0.1
360,NYY,2013,162,85,77,Ind. Games,6045,5449,650,1321,247,24,144,614,466,1214,.242,.307,.376,.683,36,36,33,57,121,115,31,-2.8
361,NYY,1986,162,90,72,Ind. Games,6325,5570,797,1512,275,23,188,745,645,911,.271,.347,.430,.778,36,46,52,28,142,139,48,7.6
362,NYY,1991,162,71,91,Ind. Games,6140,5541,674,1418,249,19,147,630,473,861,.256,.316,.387,.704,37,50,38,39,125,109,36,-4.2
363,NYY,1996,162,92,70,Ind. Games,6414,5628,871,1621,293,28,162,830,632,909,.288,.360,.436,.796,41,72,56,41,153,96,46,-1.7
364,NYY,2006,162,97,65,Ind. Games,6455,5651,930,1608,327,21,210,902,649,1053,.285,.363,.461,.824,34,49,43,72,139,139,35,12.5
365,NYY,2011,162,97,65,Ind. Games,6306,5518,867,1452,267,33,222,836,627,1138,.263,.343,.444,.788,36,51,34,74,146,147,46,5.1
366,NYY,1984,162,87,75,Ind. Games,6356,5661,758,1560,275,32,130,725,534,673,.276,.339,.404,.743,64,59,41,38,147,62,38,3.8
367,NYY,2016,162,84,78,Ind. Games,6059,5458,680,1378,245,20,183,647,475,1188,.252,.315,.405,.720,21,49,19,42,121,72,22,-3.6
368,NYY,1999,162,98,64,Ind. Games,6416,5568,900,1568,302,36,193,855,718,978,.282,.366,.453,.819,22,53,47,55,137,104,57,5.5
369,NYY,2004,162,101,61,Ind. Games,6364,5527,897,1483,281,20,242,863,670,982,.268,.353,.458,.811,37,50,40,80,157,84,33,13.4
370,NYY,2009,162,103,59,Ind. Games,6449,5660,915,1604,325,21,244,881,663,1014,.283,.362,.478,.839,31,39,35,54,144,111,28,12.6
371,NYY,1982,162,79,83,Ind. Games,6245,5526,709,1417,225,37,161,666,590,719,.256,.328,.398,.726,55,49,45,24,153,69,45,-5.1
372,NYY,2014,162,84,78,Ind. Games,6082,5497,633,1349,247,26,147,591,452,1133,.245,.307,.380,.687,29,47,16,56,111,112,26,-3.1
373,NYY,1987,162,89,73,Ind. Games,6222,5511,788,1445,239,16,196,749,604,949,.262,.336,.418,.754,38,38,37,28,150,105,43,2.1
374,NYY,1992,162,76,86,Ind. Games,6262,5593,733,1462,281,18,163,703,536,903,.261,.328,.406,.733,26,55,51,42,138,78,37,-0.6
375,NYY,1997,162,96,66,Ind. Games,6527,5710,891,1636,325,23,161,846,676,954,.287,.362,.436,.798,34,70,51,37,138,99,58,5.3
376,NYY,2007,162,94,68,Ind. Games,6528,5717,968,1656,326,32,201,929,637,991,.290,.366,.463,.829,41,54,32,78,138,123,40,11.3
377,NYY,1980,162,103,59,Ind. Games,6329,5553,820,1484,239,34,189,772,643,739,.267,.343,.425,.768,51,54,58,28,136,86,36,10.2
378,NYY,2012,162,95,67,Ind. Games,6231,5524,804,1462,280,13,245,774,565,1176,.265,.337,.453,.790,31,49,31,62,136,93,27,8.6
379,NYY,1990,162,67,95,Ind. Games,6037,5483,603,1322,208,19,147,561,427,1027,.241,.300,.366,.667,37,36,41,53,114,119,45,-11.7
380,NYM,2010,162,79,83,Ind. Games,6144,5465,656,1361,266,40,128,625,502,1095,.249,.314,.383,.697,74,57,53,46,101,130,44,-9.1
381,NYM,2015,162,90,72,Ind. Games,6145,5527,683,1351,295,17,177,654,488,1290,.244,.312,.400,.712,29,32,42,68,130,51,25,0.2
382,NYM,1983,162,68,94,Ind. Games,6009,5444,575,1314,172,26,112,542,436,1031,.241,.300,.344,.644,66,32,54,31,113,141,64,-9.0
383,NYM,1993,162,59,103,Ind. Games,6057,5448,672,1350,228,37,158,632,448,879,.248,.305,.390,.696,89,47,43,24,108,79,50,-11.7
384,NYM,1998,162,88,74,Ind. Games,6257,5510,706,1425,289,24,136,671,572,1049,.259,.330,.394,.724,88,48,55,37,126,62,46,0.4
385,NYM,2008,162,89,73,Ind. Games,6388,5606,799,1491,274,38,172,751,619,1024,.266,.340,.420,.761,73,49,71,39,129,138,36,7.1
386,NYM,2013,162,74,88,Ind. Games,6207,5559,619,1318,263,32,130,593,512,1384,.237,.306,.366,.672,53,32,40,51,106,114,35,-3.8
387,NYM,1986,162,108,54,Ind. Games,6349,5558,783,1462,261,31,148,730,631,968,.263,.339,.401,.740,75,53,68,31,122,118,48,13.5
388,NYM,1996,162,71,91,Ind. Games,6220,5618,746,1515,267,47,147,696,445,1069,.270,.324,.412,.737,75,49,54,33,114,97,48,-2.7
389,NYM,2001,162,82,80,Ind. Games,6156,5459,642,1361,273,18,147,608,545,1062,.249,.323,.387,.710,52,35,59,65,124,66,48,-5.2
390,NYM,2006,162,97,65,Ind. Games,6291,5558,834,1469,323,41,200,800,547,1071,.264,.334,.445,.780,77,47,63,62,114,146,35,7.7
391,NYM,2011,162,77,85,Ind. Games,6335,5600,718,1477,309,39,108,676,571,1085,.264,.335,.391,.725,65,48,56,51,112,130,35,6.1
392,NYM,2016,162,87,75,Ind. Games,6115,5459,671,1342,240,19,218,649,517,1302,.246,.316,.417,.733,35,41,43,62,123,42,18,-5.8
393,NYM,1984,162,90,72,Ind. Games,6066,5438,652,1400,235,25,107,607,500,1001,.257,.320,.369,.689,59,49,73,20,132,149,54,5.7
394,NYM,1989,162,87,75,Ind. Games,6131,5489,683,1351,280,21,147,633,504,934,.246,.311,.385,.696,56,48,69,33,87,158,53,5.4
395,NYM,2004,162,71,91,Ind. Games,6209,5532,684,1376,289,20,185,658,512,1159,.249,.317,.409,.726,69,34,54,61,129,107,23,-11.5
396,NYM,2009,162,70,92,Ind. Games,6159,5453,671,1472,295,49,95,631,526,928,.270,.335,.394,.729,88,55,49,36,144,122,44,-4.1
397,NYM,2014,162,79,83,Ind. Games,6145,5472,629,1306,275,19,125,602,516,1264,.239,.308,.364,.673,59,44,42,54,112,101,34,-2.3
398,NYM,1982,162,65,97,Ind. Games,6108,5510,609,1361,227,26,97,568,456,1005,.247,.305,.350,.655,64,53,49,25,112,137,58,-5.6
399,NYM,2017,162,70,92,Ind. Games,6169,5510,735,1379,286,28,224,713,529,1291,.250,.320,.434,.755,36,37,31,57,118,58,23,-2.9
400,NYM,1987,162,92,70,Ind. Games,6335,5601,823,1499,287,34,192,771,592,1012,.268,.339,.434,.773,70,39,74,31,94,159,49,10.1
401,NYM,1992,162,72,90,Ind. Games,6061,5340,599,1254,259,17,93,564,572,956,.235,.310,.342,.652,74,45,53,28,117,129,52,-4.2
402,NYM,1997,162,88,74,Ind. Games,6248,5524,777,1448,274,28,153,741,550,1029,.262,.332,.405,.737,58,59,45,57,122,97,74,4.6
403,NYM,2007,162,88,74,Ind. Games,6344,5605,804,1543,294,27,177,761,549,981,.275,.342,.432,.775,77,58,64,54,114,200,46,5.0
404,NYM,2012,162,74,88,Ind. Games,6091,5450,650,1357,286,21,139,625,503,1250,.249,.316,.386,.701,64,30,43,42,118,79,38,-1.0
405,NYM,1980,162,67,95,Ind. Games,6130,5478,611,1407,218,41,61,554,501,840,.257,.319,.345,.664,73,53,63,25,126,158,99,-7.3
406,NYM,1985,162,98,64,Ind. Games,6248,5549,695,1425,239,35,134,651,546,872,.257,.323,.385,.708,89,44,88,20,131,117,53,-0.5
407,NYM,1990,162,91,71,Ind. Games,6182,5504,775,1410,278,21,172,734,536,851,.256,.323,.408,.731,54,56,65,32,89,110,33,5.3
408,NYM,2000,162,94,68,Ind. Games,6328,5486,807,1445,281,20,198,761,675,1037,.263,.346,.430,.776,70,51,42,45,122,66,46,0.9
409,NYM,2005,162,83,79,Ind. Games,6146,5505,722,1421,279,32,175,683,486,1075,.258,.322,.416,.738,69,38,49,48,103,153,40,-0.8
410,MON,2003,162,83,79,Ind. Games,6116,5437,711,1404,294,25,144,682,522,990,.258,.326,.401,.727,72,40,58,45,143,100,39,-3.4
411,MON,1996,162,88,74,Ind. Games,6171,5505,741,1441,297,27,148,696,492,1077,.262,.327,.406,.733,79,36,49,58,119,108,34,-1.8
412,MON,2001,162,68,94,Ind. Games,6026,5379,670,1361,320,28,131,622,478,1071,.253,.319,.396,.715,64,45,59,60,151,101,51,-9.0
413,MON,1989,162,81,81,Ind. Games,6207,5482,632,1353,267,30,100,587,572,958,.247,.319,.361,.681,71,46,83,35,119,160,70,-3.8
414,MON,1999,162,68,94,Ind. Games,6151,5559,718,1473,320,47,163,680,438,939,.265,.323,.427,.751,71,28,39,53,138,70,51,-6.6
415,MON,2004,162,67,95,Ind. Games,6138,5474,635,1361,276,27,151,605,496,925,.249,.313,.392,.705,100,33,51,35,115,109,38,-14.1
416,MON,1982,162,86,76,Ind. Games,6221,5557,697,1454,270,38,133,656,503,816,.262,.325,.396,.720,85,41,72,35,107,156,56,-1.9
417,MON,1987,162,91,71,Ind. Games,6162,5527,741,1467,310,39,120,695,501,918,.265,.328,.401,.729,57,42,77,35,99,166,74,4.6
418,MON,1992,162,87,75,Ind. Games,6120,5477,648,1381,263,37,102,601,463,976,.252,.313,.370,.682,82,55,43,43,104,196,63,-0.1
419,MON,1997,162,78,84,Ind. Games,6131,5526,691,1423,339,34,172,659,420,1084,.258,.316,.425,.741,72,40,40,73,95,75,46,-6.4
420,MON,2002,162,83,79,Ind. Games,6250,5479,735,1432,300,36,162,695,575,1104,.261,.334,.418,.752,108,42,85,46,123,118,64,2.5
421,MON,1980,162,90,72,Ind. Games,6164,5465,694,1407,250,61,114,647,547,865,.257,.324,.388,.712,76,56,75,20,102,237,82,7.5
422,MON,1990,162,85,77,Ind. Games,6189,5453,662,1363,227,43,114,607,576,1024,.250,.322,.370,.692,87,47,67,26,96,235,99,-1.4
423,MON,2000,162,67,95,Ind. Games,6153,5535,738,1475,310,35,178,705,476,1048,.266,.326,.432,.758,78,34,53,29,111,58,48,-7.5
424,MON,1998,162,65,97,Ind. Games,6042,5418,644,1348,280,32,147,602,439,1058,.249,.310,.394,.704,87,37,31,60,109,91,46,-9.3
425,MIN,2013,162,66,96,Ind. Games,6212,5564,614,1346,285,15,151,590,533,1430,.242,.312,.380,.692,29,32,20,52,103,52,33,-7.1
426,MIN,1986,162,71,91,Ind. Games,6151,5531,741,1446,257,39,196,700,501,977,.261,.325,.428,.753,44,38,33,37,123,81,61,-0.8
427,MIN,1991,162,95,67,Ind. Games,6218,5556,776,1557,270,42,140,733,526,747,.280,.344,.420,.764,44,49,38,40,157,107,68,6.1
428,MIN,1996,162,78,84,Ind. Games,6403,5673,877,1633,332,47,118,812,576,958,.288,.357,.425,.782,20,63,42,65,172,143,53,0.3
429,MIN,2001,162,85,77,Ind. Games,6185,5560,771,1514,328,38,164,717,495,1083,.272,.337,.433,.770,25,38,42,64,124,146,67,3.1
430,MIN,2006,162,96,66,Ind. Games,6228,5602,801,1608,275,34,143,754,490,872,.287,.347,.425,.771,31,55,46,50,163,101,42,2.6
431,MIN,2011,162,63,99,Ind. Games,6020,5487,619,1357,259,25,103,572,440,1048,.247,.306,.360,.666,31,25,24,37,115,92,39,-8.8
432,MIN,2017,162,85,77,Ind. Games,6261,5557,815,1443,286,31,206,781,593,1342,.260,.334,.434,.767,26,39,26,46,105,95,28,5.4
433,MIN,1984,162,81,81,Ind. Games,6107,5562,673,1473,259,33,114,636,437,735,.265,.318,.385,.703,26,58,45,24,138,39,30,-2.5
434,MIN,2016,162,59,103,Ind. Games,6245,5618,722,1409,288,35,200,690,513,1426,.251,.316,.421,.738,27,43,24,44,96,91,32,-8.8
435,MIN,1989,162,80,82,Ind. Games,6207,5581,740,1542,278,35,117,691,478,743,.276,.334,.402,.736,51,58,40,39,126,111,53,2.6
436,MIN,2004,162,92,70,Ind. Games,6286,5623,780,1494,310,24,191,735,513,982,.266,.332,.431,.763,46,40,42,64,130,116,46,-3.1
437,MIN,1982,162,60,102,Ind. Games,6115,5544,657,1427,234,44,148,624,474,887,.257,.316,.396,.711,22,51,31,24,149,38,33,-9.9
438,MIN,2014,162,70,92,Ind. Games,6233,5567,715,1412,316,27,128,675,544,1329,.254,.324,.389,.713,25,44,29,53,97,99,36,0.6
439,MIN,1987,162,85,77,Ind. Games,6090,5441,786,1422,258,35,196,733,523,898,.261,.328,.430,.758,47,39,45,38,128,113,65,3.0
440,MIN,1992,162,90,72,Ind. Games,6267,5582,747,1544,275,27,104,701,527,834,.277,.341,.391,.733,46,59,53,53,132,123,74,4.5
441,MIN,1997,162,68,94,Ind. Games,6267,5634,772,1522,305,40,132,730,495,1121,.270,.333,.409,.741,20,56,32,60,117,151,52,-6.3
442,MIN,2007,162,79,83,Ind. Games,6161,5522,718,1460,273,36,118,671,512,839,.264,.330,.391,.721,34,45,41,48,149,112,30,-8.3
443,MIN,2012,162,66,96,Ind. Games,6209,5562,701,1448,270,30,131,666,505,1069,.260,.325,.390,.715,33,56,28,53,149,135,37,-4.3
444,MIN,1985,162,77,85,Ind. Games,6128,5509,705,1453,282,41,141,678,502,779,.264,.326,.407,.733,39,47,36,31,117,68,44,-2.1
445,MIN,1990,162,74,88,Ind. Games,6086,5499,666,1458,281,39,100,625,445,749,.265,.324,.385,.708,40,49,32,53,148,96,53,-6.1
446,MIN,2000,162,69,93,Ind. Games,6283,5615,748,1516,325,49,116,711,556,1021,.270,.337,.407,.744,24,51,31,35,142,90,45,-10.5
447,MIN,2005,162,83,79,Ind. Games,6192,5564,688,1441,269,32,134,644,485,978,.259,.323,.391,.714,42,42,49,59,155,102,44,-8.1
448,MIN,2010,162,94,68,Ind. Games,6257,5568,781,1521,318,41,142,749,559,967,.273,.341,.422,.762,38,53,45,39,159,68,28,8.2
449,MIN,1983,162,70,92,Ind. Games,6171,5601,709,1463,280,41,141,671,467,802,.261,.319,.401,.720,29,45,27,29,150,44,29,-4.7
