Rk,Tm,Year,#Matching,W,L,,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SH,SF,IBB,HBP,GDP,SB,CS,WPA
632,DET,1990,162,79,83,Ind. Games,6224,5479,750,1418,241,32,172,714,634,952,.259,.337,.409,.746,36,41,44,34,139,82,57,1.3
633,DET,2000,162,79,83,Ind. Games,6343,5644,823,1553,307,41,177,785,562,982,.275,.343,.438,.781,42,49,22,43,142,83,38,-4.3
634,COL,2010,162,83,79,Ind. Games,6265,5530,770,1452,270,54,173,741,585,1274,.263,.336,.425,.760,56,47,53,47,103,99,42,-1.9
635,COL,2017,162,87,75,Ind. Games,6201,5534,824,1510,293,38,192,793,519,1408,.273,.338,.444,.781,62,41,46,44,143,59,34,-1.8
636,COL,2015,162,68,94,Ind. Games,6071,5572,737,1479,274,49,186,702,388,1283,.265,.315,.432,.748,44,34,47,33,114,97,43,2.3
637,COL,1993,162,67,95,Ind. Games,6073,5517,758,1507,278,59,142,704,388,944,.273,.323,.422,.745,70,52,40,46,125,146,90,-2.6
638,COL,1998,162,77,85,Ind. Games,6277,5632,826,1640,333,36,183,791,469,949,.291,.347,.461,.808,98,41,29,37,148,67,47,-0.7
639,COL,2003,162,74,88,Ind. Games,6283,5518,853,1472,330,31,198,814,619,1134,.267,.344,.445,.790,55,38,46,52,140,63,37,2.0
640,COL,2008,162,74,88,Ind. Games,6312,5557,747,1462,310,28,160,714,570,1209,.263,.336,.415,.751,90,38,36,57,119,141,37,-3.4
641,COL,2013,162,74,88,Ind. Games,6152,5599,706,1511,283,36,159,673,427,1204,.270,.323,.418,.741,65,35,26,26,111,112,32,-1.5
642,COL,1996,162,83,79,Ind. Games,6333,5590,961,1607,297,37,221,909,527,1108,.287,.355,.472,.827,81,52,40,82,118,201,66,14.4
643,COL,2001,162,73,89,Ind. Games,6394,5690,923,1663,324,61,213,874,511,1027,.292,.354,.483,.837,81,50,50,61,116,132,54,4.4
644,COL,2006,162,76,86,Ind. Games,6348,5562,813,1504,325,54,157,761,561,1108,.270,.341,.433,.774,119,45,64,60,119,85,50,-6.3
645,COL,2011,162,73,89,Ind. Games,6275,5544,735,1429,274,40,163,697,555,1201,.258,.329,.410,.739,75,44,54,57,112,118,42,-3.9
646,COL,2016,162,75,87,Ind. Games,6236,5614,845,1544,318,47,204,805,494,1330,.275,.336,.457,.794,54,34,35,40,113,66,39,5.7
647,COL,1999,162,72,90,Ind. Games,6369,5717,906,1644,305,39,223,863,508,863,.288,.348,.472,.819,54,46,31,43,125,70,43,1.1
648,COL,2004,162,68,94,Ind. Games,6333,5577,833,1531,331,34,202,795,568,1181,.275,.345,.455,.800,97,37,51,54,132,44,33,2.0
649,COL,2009,162,92,70,Ind. Games,6241,5398,804,1408,300,50,190,760,660,1277,.261,.343,.441,.784,76,60,40,47,111,106,55,2.5
650,COL,2014,162,66,96,Ind. Games,6164,5612,755,1551,307,41,186,721,397,1281,.276,.327,.445,.772,59,48,39,48,121,85,48,2.3
651,COL,1997,162,83,79,Ind. Games,6338,5603,923,1611,269,40,239,869,562,1060,.288,.357,.478,.835,73,35,35,63,138,137,65,10.9
652,COL,2002,162,73,89,Ind. Games,6165,5512,778,1508,283,41,152,726,497,1043,.274,.337,.423,.760,49,50,40,56,133,103,53,0.4
653,COL,2012,162,64,98,Ind. Games,6183,5577,758,1526,306,52,166,716,450,1213,.274,.330,.436,.766,74,39,34,36,132,100,40,-0.7
654,COL,2000,162,82,80,Ind. Games,6453,5660,968,1664,320,53,161,905,601,907,.294,.362,.455,.816,75,75,64,42,126,131,61,2.1
655,COL,2005,162,67,95,Ind. Games,6238,5542,740,1477,280,34,150,704,509,1103,.267,.333,.411,.744,88,34,36,64,125,65,32,-5.5
656,CLE,2002,162,74,88,Ind. Games,6099,5423,739,1349,255,26,192,706,542,1000,.249,.321,.412,.733,39,39,35,56,149,52,37,-0.2
657,CLE,2007,162,96,66,Ind. Games,6367,5604,811,1504,305,27,178,784,590,1202,.268,.343,.428,.771,32,59,56,80,114,72,41,1.9
658,CLE,2012,162,68,94,Ind. Games,6195,5525,667,1385,266,24,136,635,555,1087,.251,.324,.381,.705,17,39,28,59,141,110,44,-2.6
659,CLE,1985,162,60,102,Ind. Games,6121,5527,729,1465,254,31,116,689,492,817,.265,.324,.385,.709,38,48,26,15,138,132,72,-4.4
660,CLE,1990,162,77,85,Ind. Games,6087,5485,732,1465,266,41,110,675,458,836,.267,.324,.391,.714,54,61,33,29,122,107,52,1.4
661,CLE,2000,162,90,72,Ind. Games,6512,5683,950,1639,310,30,221,889,685,1057,.288,.367,.470,.837,41,52,27,51,134,113,34,5.6
662,CLE,2005,162,93,69,Ind. Games,6255,5609,790,1522,337,30,207,760,503,1093,.271,.334,.453,.787,39,50,33,54,128,62,36,1.1
663,CLE,2010,162,69,93,Ind. Games,6165,5487,646,1362,290,20,128,601,545,1184,.248,.322,.378,.700,36,33,34,64,118,91,33,-6.1
664,CLE,1983,162,70,92,Ind. Games,6222,5476,704,1451,249,31,86,659,605,691,.265,.338,.369,.707,48,64,38,29,146,109,71,-4.6
665,CLE,1988,162,78,84,Ind. Games,6046,5505,666,1435,235,28,134,629,416,866,.261,.314,.387,.701,36,51,43,37,108,97,50,-4.0
666,CLE,1993,162,76,86,Ind. Games,6267,5619,790,1547,264,31,141,747,488,843,.275,.335,.409,.743,39,72,57,49,131,159,55,1.7
667,CLE,1998,162,89,73,Ind. Games,6376,5616,850,1530,334,30,198,810,630,1061,.272,.347,.448,.795,30,59,35,41,123,143,60,-1.2
668,CLE,2003,162,68,94,Ind. Games,6188,5572,699,1413,296,26,158,660,466,1062,.254,.316,.401,.717,46,41,25,62,128,86,61,-10.2
669,CLE,2008,162,81,81,Ind. Games,6299,5543,805,1455,339,22,171,772,560,1213,.262,.339,.424,.763,43,49,44,103,123,77,29,0.6
670,CLE,2013,162,92,70,Ind. Games,6165,5465,745,1391,290,23,171,712,562,1283,.255,.327,.410,.737,31,56,19,51,106,117,36,7.6
671,CLE,1991,162,57,105,Ind. Games,6070,5470,576,1390,236,26,79,546,449,888,.254,.313,.350,.663,62,46,24,43,147,84,58,-18.6
672,CLE,2001,162,91,71,Ind. Games,6357,5600,897,1559,294,37,212,868,577,1076,.278,.350,.458,.807,49,62,32,69,126,79,41,8.6
673,CLE,2017,162,102,60,Ind. Games,6234,5511,818,1449,333,29,212,780,604,1153,.263,.339,.449,.788,23,45,30,50,125,88,23,-1.4
674,CLE,2006,162,78,84,Ind. Games,6303,5619,870,1576,351,27,196,839,556,1204,.280,.349,.457,.806,30,43,42,54,127,55,23,4.0
675,CLE,2011,162,80,82,Ind. Games,6142,5509,704,1380,290,26,154,671,494,1269,.250,.317,.396,.714,31,43,30,65,111,89,42,-1.8
676,CLE,1989,162,73,89,Ind. Games,6111,5463,604,1340,221,26,127,567,499,934,.245,.310,.365,.675,72,41,53,35,109,74,51,-13.4
677,CLE,1999,162,97,65,Ind. Games,6554,5634,1009,1629,309,32,209,960,743,1099,.289,.373,.467,.840,54,67,41,55,136,147,50,13.8
678,CLE,2004,162,80,82,Ind. Games,6452,5676,858,1565,345,29,184,820,606,1009,.276,.351,.444,.795,47,42,41,78,143,94,55,4.1
679,CLE,2009,162,65,97,Ind. Games,6320,5568,773,1468,314,28,161,730,582,1211,.264,.339,.417,.756,39,50,20,81,140,84,31,-4.7
680,CLE,1982,162,78,84,Ind. Games,6359,5559,683,1458,225,32,109,639,651,625,.262,.341,.373,.714,74,40,48,35,143,151,68,-2.9
681,CLE,2014,162,85,77,Ind. Games,6222,5575,669,1411,284,23,142,644,504,1189,.253,.317,.389,.706,51,49,24,42,126,104,27,-1.1
682,CLE,1987,162,61,101,Ind. Games,6212,5606,742,1476,267,30,187,691,489,977,.263,.324,.422,.745,44,42,30,31,104,140,54,-4.8
683,CLE,1992,162,76,86,Ind. Games,6201,5620,674,1495,227,24,127,637,448,885,.266,.323,.383,.706,42,44,46,45,140,144,67,-2.9
684,CIN,2007,162,72,90,Ind. Games,6332,5607,783,1496,293,23,204,747,536,1113,.267,.335,.436,.772,73,46,51,66,140,97,31,-1.9
685,CIN,2012,162,97,65,Ind. Games,6115,5477,669,1377,296,30,172,636,481,1266,.251,.315,.411,.726,73,37,54,47,100,87,27,4.0
686,CIN,1985,162,89,72,Ind. Games,6145,5431,677,1385,249,34,114,634,576,856,.255,.327,.376,.703,72,41,72,23,136,159,70,6.5
687,CIN,1990,162,91,71,Ind. Games,6163,5525,693,1466,284,40,125,644,466,913,.265,.325,.399,.724,88,42,73,42,99,166,66,0.3
688,CIN,2017,162,68,94,Ind. Games,6213,5484,753,1390,249,38,219,715,565,1329,.253,.329,.433,.761,50,42,41,72,116,120,39,-5.5
689,CIN,2010,162,91,71,Ind. Games,6285,5579,790,1515,293,30,188,761,522,1218,.272,.338,.436,.774,66,50,34,68,113,93,43,6.5
690,CIN,1983,162,74,88,Ind. Games,6059,5333,623,1274,236,35,107,577,588,1006,.239,.314,.356,.671,72,45,69,19,121,154,77,-4.1
691,CIN,2015,162,64,98,Ind. Games,6196,5571,640,1382,257,27,167,613,496,1255,.248,.312,.394,.706,47,40,38,42,112,134,38,-11.1
692,CIN,1993,162,73,89,Ind. Games,6164,5517,722,1457,261,28,137,669,485,1025,.264,.324,.396,.720,63,66,42,32,104,142,59,1.1
693,CIN,1998,162,77,85,Ind. Games,6269,5496,750,1441,298,28,138,723,608,1107,.262,.337,.402,.739,78,49,39,37,133,95,42,-3.7
694,CIN,2003,162,69,93,Ind. Games,6211,5509,694,1349,239,21,182,669,524,1326,.245,.318,.395,.713,66,32,34,79,102,80,34,-1.2
695,CIN,2008,162,74,88,Ind. Games,6188,5465,704,1351,269,24,187,677,560,1125,.247,.321,.408,.729,72,41,50,50,101,85,47,-1.8
696,CIN,2013,162,90,72,Ind. Games,6293,5499,698,1370,274,20,155,664,585,1245,.249,.327,.391,.718,85,46,65,76,129,67,35,0.7
697,CIN,1986,162,86,76,Ind. Games,6246,5536,732,1404,237,35,144,670,586,920,.254,.325,.387,.712,65,41,55,18,127,177,53,4.7
698,CIN,1991,162,74,88,Ind. Games,6134,5501,689,1419,250,27,164,654,488,1006,.258,.320,.403,.723,72,41,54,32,85,124,56,-1.3
699,CIN,1996,162,81,81,Ind. Games,6213,5455,778,1398,259,36,191,733,604,1134,.256,.331,.422,.753,71,49,47,34,115,171,63,0.7
700,CIN,2001,162,66,96,Ind. Games,6222,5583,735,1464,304,22,176,690,468,1172,.262,.324,.419,.744,66,40,47,65,130,103,54,-7.1
701,CIN,2006,162,80,82,Ind. Games,6296,5515,749,1419,291,12,217,718,614,1192,.257,.336,.432,.768,66,38,52,59,122,124,33,-0.1
702,CIN,2011,162,79,83,Ind. Games,6329,5612,735,1438,264,19,183,697,535,1250,.256,.326,.408,.734,78,40,52,63,98,97,50,4.0
703,CIN,1984,162,70,92,Ind. Games,6201,5498,627,1342,238,30,106,578,566,978,.244,.313,.356,.669,71,53,61,12,99,160,63,-3.8
704,CIN,2016,162,68,94,Ind. Games,6094,5487,716,1403,277,33,164,678,452,1284,.256,.316,.408,.724,58,44,37,52,129,139,51,-1.0
705,CIN,1989,162,75,87,Ind. Games,6158,5520,632,1362,243,28,128,588,493,1028,.247,.309,.370,.680,66,49,67,30,96,128,71,-2.6
706,CIN,2004,162,76,86,Ind. Games,6278,5518,750,1380,287,28,194,713,599,1335,.250,.331,.418,.749,55,25,38,81,125,77,25,5.8
707,CIN,2009,162,78,84,Ind. Games,6187,5462,673,1349,280,25,158,637,531,1129,.247,.318,.394,.712,100,41,37,53,103,96,40,-7.1
708,CIN,1982,162,61,101,Ind. Games,6100,5479,545,1375,228,34,82,496,470,817,.251,.310,.350,.660,88,41,50,21,143,131,69,-16.2
709,CIN,2014,162,76,86,Ind. Games,5978,5395,595,1282,254,20,131,562,415,1252,.238,.296,.365,.661,76,37,22,52,88,122,52,-9.1
710,CIN,1987,162,84,78,Ind. Games,6196,5560,783,1478,262,29,192,747,514,928,.266,.330,.427,.757,57,34,55,31,129,169,46,4.0
711,CIN,1992,162,90,72,Ind. Games,6162,5460,660,1418,281,44,99,606,563,888,.260,.328,.382,.710,66,52,83,21,123,125,65,5.6
712,CIN,1997,162,76,86,Ind. Games,6153,5484,651,1386,269,27,142,612,518,1113,.253,.321,.389,.710,75,30,35,45,104,190,67,-9.1
713,CIN,2002,162,78,84,Ind. Games,6254,5470,709,1386,297,21,169,678,583,1188,.253,.330,.408,.738,95,40,66,66,119,116,52,-3.3
714,CHW,2012,162,85,77,Ind. Games,6111,5518,748,1409,228,29,211,726,461,1203,.255,.318,.422,.740,31,36,24,65,112,109,43,0.3
715,CHW,1980,162,70,90,Ind. Games,6001,5444,587,1408,255,38,91,547,399,670,.259,.311,.370,.681,67,51,46,39,143,68,54,-10.3
716,CHW,1990,162,94,68,Ind. Games,6038,5402,682,1393,251,44,106,637,478,903,.258,.320,.379,.699,75,47,50,36,112,140,90,4.5
717,CHW,2000,162,95,67,Ind. Games,6410,5646,978,1615,325,33,216,926,591,960,.286,.356,.470,.826,55,61,28,53,140,119,42,5.5
718,CHW,2005,162,99,63,Ind. Games,6146,5529,741,1450,253,23,200,713,435,1002,.262,.322,.425,.747,53,49,27,79,122,137,67,0.5
719,CHW,2010,162,88,74,Ind. Games,6118,5484,752,1467,263,21,177,710,467,922,.268,.332,.420,.752,50,38,23,79,148,160,74,4.3
720,CHW,2015,162,76,86,Ind. Games,6070,5533,622,1381,260,27,136,595,404,1231,.250,.306,.380,.686,30,37,22,65,125,68,42,-8.4
721,CHW,1983,162,99,63,Ind. Games,6164,5484,800,1439,270,42,157,762,527,888,.262,.329,.413,.742,53,56,50,43,111,165,50,7.6
722,CHW,1993,162,94,68,Ind. Games,6253,5483,776,1454,228,44,162,731,604,834,.265,.338,.411,.750,72,61,52,33,126,106,57,-0.5
723,CHW,2003,162,86,76,Ind. Games,6148,5487,791,1445,303,19,220,766,519,916,.263,.331,.446,.777,43,41,27,58,132,77,29,-3.1
724,CHW,2013,162,63,99,Ind. Games,6077,5563,598,1385,237,19,148,574,411,1207,.249,.302,.378,.680,19,48,23,34,124,105,42,-15.6
725,CHW,1986,162,72,90,Ind. Games,6030,5406,644,1335,197,34,121,605,487,940,.247,.310,.363,.673,50,53,29,34,123,115,54,-10.4
726,CHW,1991,162,87,75,Ind. Games,6360,5594,758,1464,226,39,139,722,610,896,.262,.336,.391,.727,76,41,45,37,132,134,74,3.1
727,CHW,1996,162,85,77,Ind. Games,6497,5644,898,1586,284,33,195,860,701,927,.281,.360,.447,.807,56,62,68,34,139,105,41,-3.2
728,CHW,2001,162,83,79,Ind. Games,6151,5464,798,1463,300,29,214,770,520,998,.268,.334,.451,.785,63,51,31,52,128,123,59,2.0
729,CHW,2006,162,90,72,Ind. Games,6318,5657,868,1586,291,20,236,839,502,1056,.280,.342,.464,.806,44,57,33,58,118,93,48,5.8
730,CHW,2011,162,79,83,Ind. Games,6159,5502,654,1387,252,16,154,625,475,989,.252,.319,.388,.706,52,46,31,84,125,81,53,-10.1
731,CHW,2016,162,78,84,Ind. Games,6131,5550,686,1428,277,33,168,656,455,1285,.257,.317,.410,.727,29,44,16,53,122,77,36,-1.5
732,CHW,1984,162,74,88,Ind. Games,6156,5513,679,1360,225,38,172,640,523,883,.247,.314,.395,.709,37,44,43,39,111,109,49,-8.1
733,CHW,1999,162,75,86,Ind. Games,6264,5644,777,1563,298,37,162,742,499,810,.277,.337,.429,.766,40,45,22,34,138,110,50,-5.0
734,CHW,2004,162,83,79,Ind. Games,6197,5534,865,1481,284,19,242,823,499,1030,.268,.333,.457,.790,58,42,25,63,119,78,51,6.1
735,CHW,2009,162,79,83,Ind. Games,6132,5463,724,1410,246,20,184,695,534,1022,.258,.329,.411,.740,34,39,25,62,139,113,49,-8.0
736,CHW,2017,162,67,95,Ind. Games,6059,5513,706,1413,256,37,186,670,401,1397,.256,.314,.417,.731,35,33,17,76,124,71,31,-7.1
737,CHW,2014,162,73,89,Ind. Games,6077,5543,660,1400,279,32,155,625,417,1362,.253,.310,.398,.708,19,38,33,60,127,85,36,3.4
738,CHW,1982,162,87,75,Ind. Games,6242,5575,786,1523,266,52,136,747,533,866,.273,.337,.413,.750,54,50,45,30,116,136,58,4.9
739,CHW,1987,162,77,85,Ind. Games,6164,5538,748,1427,283,36,173,706,487,971,.258,.319,.415,.734,54,52,35,33,117,138,52,-9.6
740,CHW,1992,162,86,76,Ind. Games,6267,5498,738,1434,269,36,110,686,622,784,.261,.336,.383,.718,47,69,48,31,136,160,57,3.8
741,CHW,2002,162,81,81,Ind. Games,6208,5502,856,1475,289,29,217,819,555,952,.268,.338,.449,.787,48,53,17,49,111,75,31,2.9
742,CHW,2007,162,72,90,Ind. Games,6103,5441,693,1341,249,20,190,667,532,1149,.246,.318,.404,.722,41,35,33,52,138,78,45,-9.2
743,CHC,1985,162,77,84,Ind. Games,6177,5492,686,1397,239,28,150,640,562,937,.254,.324,.390,.714,66,39,62,18,119,182,49,-1.2
744,CHC,1990,162,77,85,Ind. Games,6149,5600,690,1474,240,36,136,649,406,869,.263,.314,.392,.706,61,51,68,30,100,151,50,2.5
745,CHC,2000,162,65,97,Ind. Games,6397,5577,764,1426,272,23,183,722,632,1120,.256,.335,.411,.746,89,45,50,54,114,93,37,-8.4
746,CHC,2005,162,79,83,Ind. Games,6161,5584,703,1506,323,23,194,674,419,920,.270,.324,.440,.764,69,37,49,50,131,65,39,-3.9
747,CHC,2010,162,75,87,Ind. Games,6140,5512,685,1414,298,27,149,658,479,1236,.257,.320,.401,.721,60,38,32,50,124,55,31,-9.5
748,CHC,1983,162,71,91,Ind. Games,6133,5512,701,1436,272,42,140,649,470,868,.261,.319,.401,.721,71,50,63,29,113,84,40,1.5
749,CHC,2015,162,97,65,Ind. Games,6200,5491,689,1341,272,30,171,657,567,1518,.244,.321,.398,.719,32,35,47,74,101,95,37,5.0
750,CHC,2003,162,88,74,Ind. Games,6187,5519,724,1431,302,24,172,691,492,1158,.259,.323,.416,.739,80,46,40,50,135,73,31,-4.9
751,CHC,2013,162,66,96,Ind. Games,6079,5498,602,1307,297,18,172,576,439,1230,.238,.300,.392,.693,43,30,28,67,120,63,32,-7.4
752,CHC,2017,162,92,70,Ind. Games,6283,5496,822,1402,274,29,223,785,622,1401,.255,.338,.437,.775,48,32,54,82,134,62,31,2.3
753,CHC,1996,162,76,86,Ind. Games,6229,5531,772,1388,267,19,175,725,523,1090,.251,.320,.401,.721,66,48,48,61,126,108,50,-4.9
754,CHC,2001,162,88,74,Ind. Games,6219,5406,777,1409,268,32,194,748,577,1077,.261,.336,.430,.766,117,53,72,66,132,67,36,2.8
755,CHC,2006,162,66,96,Ind. Games,6147,5587,716,1496,271,46,166,677,395,928,.268,.319,.422,.741,84,37,24,43,135,121,49,-8.1
756,CHC,2011,162,71,91,Ind. Games,6130,5549,654,1423,285,36,148,610,425,1202,.256,.314,.401,.715,60,35,35,59,123,69,23,0.5
757,CHC,2016,162,103,58,Ind. Games,6335,5503,808,1409,293,30,199,767,656,1339,.256,.343,.429,.772,42,37,45,96,107,66,34,4.6
758,CHC,1989,162,93,69,Ind. Games,6141,5513,702,1438,235,45,124,653,472,921,.261,.319,.387,.707,80,50,75,26,114,136,57,6.7
759,CHC,1999,162,67,95,Ind. Games,6201,5482,747,1411,255,35,189,717,571,1170,.257,.329,.420,.749,65,44,38,39,120,60,44,0.2
760,CHC,2004,162,89,73,Ind. Games,6281,5628,789,1508,308,29,235,755,489,1080,.268,.328,.458,.786,78,48,46,38,120,66,28,-1.3
761,CHC,1982,162,73,89,Ind. Games,6141,5531,676,1436,239,46,102,647,460,869,.260,.317,.375,.692,76,49,62,25,97,132,70,-4.4
762,CHC,2014,162,73,89,Ind. Games,6102,5508,614,1315,270,31,157,590,442,1477,.239,.300,.385,.684,57,41,29,54,94,65,40,-7.4
763,CHC,1992,162,78,84,Ind. Games,6156,5590,593,1420,221,41,104,566,417,816,.254,.307,.364,.671,78,40,49,31,121,77,51,-5.5
764,CHC,1997,162,68,94,Ind. Games,6098,5489,687,1444,269,39,127,642,451,1003,.263,.321,.396,.717,83,38,40,34,119,116,60,-9.9
765,CHC,2002,162,67,95,Ind. Games,6242,5496,706,1351,259,29,200,676,585,1269,.246,.321,.413,.734,78,39,52,44,117,63,21,-6.2
766,CHC,2007,162,85,77,Ind. Games,6268,5643,752,1530,340,28,151,711,500,1054,.271,.333,.422,.754,48,37,48,40,127,86,33,-3.6
767,CHC,1980,162,64,98,Ind. Games,6218,5619,614,1411,251,35,107,578,471,912,.251,.309,.365,.674,69,40,54,18,119,93,64,-11.1
768,CHC,2012,162,61,101,Ind. Games,5967,5411,613,1297,265,36,137,570,447,1235,.240,.302,.378,.680,42,24,29,43,125,94,45,-9.9
769,CAL,1985,162,90,72,Ind. Games,6263,5442,732,1364,215,31,153,685,648,902,.251,.333,.386,.719,99,35,51,39,138,106,51,1.2
770,CAL,1990,162,80,82,Ind. Games,6267,5570,690,1448,237,27,147,646,566,1000,.260,.329,.391,.720,58,45,41,28,142,69,43,-2.6
771,CAL,1983,162,70,92,Ind. Games,6294,5640,722,1467,241,22,154,682,509,835,.260,.322,.393,.715,68,46,39,31,147,41,39,-3.3
772,CAL,1988,162,75,87,Ind. Games,6215,5582,714,1458,258,31,124,660,469,819,.261,.321,.385,.706,63,52,48,49,120,86,52,-0.2
773,CAL,1993,162,71,91,Ind. Games,6089,5391,684,1399,259,24,114,644,564,930,.260,.331,.380,.711,50,46,39,38,129,169,100,-8.9
774,CAL,1986,162,92,70,Ind. Games,6297,5433,786,1387,236,36,167,743,671,860,.255,.338,.404,.742,91,61,45,40,134,109,42,4.6
775,CAL,1991,162,81,81,Ind. Games,6050,5470,653,1396,245,29,115,607,448,928,.255,.314,.374,.688,63,31,28,38,114,94,56,-6.7
776,CAL,1984,162,81,81,Ind. Games,6166,5470,696,1363,211,30,150,649,556,928,.249,.319,.381,.700,65,46,33,29,140,80,51,-2.6
777,CAL,1989,162,91,71,Ind. Games,6102,5545,669,1422,208,37,145,624,429,1011,.256,.311,.386,.696,54,46,48,28,114,89,40,-1.6
778,CAL,1982,162,93,69,Ind. Games,6350,5532,814,1518,268,26,186,760,613,760,.274,.347,.433,.780,114,56,46,35,135,55,53,8.8
779,CAL,1987,162,75,87,Ind. Games,6301,5570,770,1406,257,26,172,709,590,926,.252,.326,.401,.726,70,36,35,35,115,125,44,-3.2
780,CAL,1992,162,72,90,Ind. Games,5917,5364,579,1306,202,20,88,537,416,882,.243,.301,.338,.638,56,40,40,40,137,160,101,-13.0
781,BOS,2007,162,96,66,Ind. Games,6426,5589,867,1561,352,35,166,829,689,1042,.279,.362,.444,.806,30,54,54,64,146,96,24,0.3
782,BOS,2012,162,69,93,Ind. Games,6166,5604,734,1459,339,16,165,695,428,1197,.260,.315,.415,.730,34,55,27,45,105,97,31,-2.1
783,BOS,1990,162,88,74,Ind. Games,6234,5516,699,1502,298,31,106,660,598,795,.272,.344,.395,.739,48,44,59,28,173,53,52,-1.1
784,BOS,2000,162,85,77,Ind. Games,6371,5630,792,1503,316,32,167,755,611,1019,.267,.341,.423,.764,40,48,40,42,115,43,30,-11.4
785,BOS,2005,162,95,67,Ind. Games,6403,5626,910,1579,339,21,199,863,653,1044,.281,.357,.454,.811,14,63,34,47,135,45,12,16.6
786,BOS,2010,162,89,73,Ind. Games,6356,5646,818,1511,358,22,211,782,587,1140,.268,.339,.451,.790,29,46,43,47,130,68,17,7.4
787,BOS,2015,162,78,84,Ind. Games,6237,5640,748,1495,294,33,161,706,478,1148,.265,.325,.415,.740,30,42,28,46,127,71,27,-3.4
788,BOS,1983,162,78,84,Ind. Games,6251,5590,724,1512,287,32,142,690,536,758,.270,.335,.409,.744,49,48,44,28,171,30,26,-1.5
789,BOS,1988,162,89,73,Ind. Games,6334,5545,813,1569,310,39,124,762,623,728,.283,.357,.420,.777,66,55,53,45,139,65,36,6.6
790,BOS,1993,162,80,82,Ind. Games,6196,5496,686,1451,319,29,114,644,508,871,.264,.330,.395,.725,80,49,69,62,146,73,38,-8.9
791,BOS,1998,162,92,70,Ind. Games,6302,5601,876,1568,338,35,205,827,541,1049,.280,.348,.463,.810,35,52,32,70,144,72,39,2.1
792,BOS,2003,162,95,67,Ind. Games,6530,5769,961,1667,371,40,238,932,620,943,.289,.360,.491,.851,24,64,61,53,126,88,35,13.5
793,BOS,2008,162,95,67,Ind. Games,6402,5596,845,1565,353,33,173,807,646,1068,.280,.358,.447,.805,28,62,49,70,147,120,35,4.5
794,BOS,2013,162,97,65,Ind. Games,6382,5651,853,1566,363,29,178,819,581,1308,.277,.349,.446,.795,24,50,51,72,137,123,19,11.1
795,BOS,1991,162,84,78,Ind. Games,6259,5530,731,1486,305,25,126,691,593,820,.269,.340,.401,.741,50,51,49,32,144,59,39,-1.4
796,BOS,1996,162,85,77,Ind. Games,6545,5756,928,1631,308,31,209,882,642,1020,.283,.359,.457,.816,33,47,50,67,148,91,44,4.5
797,BOS,2006,162,86,76,Ind. Games,6435,5619,820,1510,327,16,192,777,672,1056,.269,.351,.435,.786,22,56,56,66,136,51,23,4.3
798,BOS,2011,162,90,72,Ind. Games,6414,5710,875,1600,352,35,203,842,578,1108,.280,.349,.461,.810,22,50,52,50,136,102,42,5.8
799,BOS,2016,162,93,69,Ind. Games,6320,5670,878,1598,343,25,208,836,558,1160,.282,.348,.461,.810,8,40,34,43,137,83,24,8.6
800,BOS,1984,162,86,76,Ind. Games,6251,5648,810,1598,259,45,181,767,500,842,.283,.341,.441,.782,36,46,48,20,148,38,25,9.9
801,BOS,1989,162,83,79,Ind. Games,6455,5666,774,1571,326,30,108,716,643,755,.277,.351,.403,.754,52,58,57,36,169,56,35,2.4
802,BOS,1999,162,94,68,Ind. Games,6321,5579,836,1551,334,42,176,808,597,928,.278,.350,.448,.798,34,56,27,55,131,67,39,-2.5
803,BOS,2004,162,98,64,Ind. Games,6515,5720,949,1613,373,25,222,912,659,1189,.282,.360,.472,.832,12,55,39,69,123,68,30,8.6
804,BOS,2009,162,95,67,Ind. Games,6344,5543,872,1495,335,25,212,822,659,1120,.270,.352,.454,.806,19,51,39,70,137,126,39,6.0
805,BOS,2014,162,71,91,Ind. Games,6226,5551,634,1355,282,20,123,601,535,1337,.244,.316,.369,.684,20,52,36,68,138,63,25,-8.7
806,BOS,1982,162,89,73,Ind. Games,6262,5596,753,1536,271,31,136,705,547,736,.274,.340,.407,.747,53,38,34,28,171,42,39,0.6
807,BOS,1987,162,78,84,Ind. Games,6359,5586,842,1554,273,26,174,802,606,825,.278,.352,.430,.781,52,58,41,57,129,77,45,1.2
808,BOS,1992,162,73,89,Ind. Games,6187,5461,599,1343,259,21,84,567,591,865,.246,.321,.347,.668,60,43,46,31,117,44,48,-11.7
809,BOS,1997,162,78,84,Ind. Games,6430,5781,851,1684,373,32,185,810,514,1044,.291,.352,.463,.815,21,55,54,59,155,68,48,2.8
810,BOS,2002,162,93,69,Ind. Games,6332,5640,859,1560,348,33,177,810,545,944,.277,.345,.444,.789,22,53,39,72,139,80,28,3.5
811,BOS,2017,162,93,69,Ind. Games,6338,5669,785,1461,302,19,168,735,571,1224,.258,.329,.407,.736,9,36,48,53,141,106,31,-2.6
812,BAL,1980,162,100,62,Ind. Games,6282,5585,805,1523,258,29,156,751,587,766,.273,.342,.413,.755,42,46,38,21,158,111,38,8.9
813,BAL,2012,162,93,69,Ind. Games,6160,5560,712,1375,270,16,214,677,480,1315,.247,.311,.417,.728,38,30,24,50,152,58,29,0.1
